batch_id,annotator_id,section,text_id,file_uuid,id,text,timestamp_vendor_delivery,document_uuid,sector,order,document_type,comments,text_uuid,batch_uuid,label,timestamp_delivered_to_vendor,completedDate,label2,label3,task,row_id,source_document_uri,status,Annotator_0_Id,Annotator_0_Category,Annotator_1_Id,Annotator_1_Category,Annotator_2_Id,Annotator_2_Category,Arbitrator_Id,Arbitrator_Category
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call_11,f1a1d26142cd678508f771e1bdc50848aa2ea426,2cf3df48-3faa-4db1-8595-0755248991a4,"Participating on the call today are Barry Davis, Chief Executive Officer; Mike Garberding, Chief Financial Officer; Steve Hoppe, President of the Gas Gathering Processing and Transportation Business; Mac Hummel, President of the Natural Gas Liquids, Crude and Condensate Business; and Ben Lamb, Senior Vice President of Finance and Corporate Development.",,f1a1d26142cd678508f771e1bdc50848aa2ea426,various,10,earnings call transcript,,f1a1d26142cd678508f771e1bdc50848aa2ea426_11,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:24,,,,sentence-level event detection,11,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call,Pending,,,,,,,,
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call_12,f1a1d26142cd678508f771e1bdc50848aa2ea426,e809117c-6336-498f-b09d-23d428573d0b,"As you saw, we issued our second-quarter 2016 earnings release yesterday, and plan to file our Form 10-Q with the SEC later today.",,f1a1d26142cd678508f771e1bdc50848aa2ea426,various,11,earnings call transcript,,f1a1d26142cd678508f771e1bdc50848aa2ea426_12,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:24,,,,sentence-level event detection,12,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call,Pending,,,,,,,,
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call_13,f1a1d26142cd678508f771e1bdc50848aa2ea426,1cf1fdc2-4feb-41d7-9bbc-24c2421a4e6a,"To accompany today's call, we have posted the second-quarter earnings release and the operations report to the Investor Relations portion of our website.",,f1a1d26142cd678508f771e1bdc50848aa2ea426,various,12,earnings call transcript,,f1a1d26142cd678508f771e1bdc50848aa2ea426_13,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:24,,,,sentence-level event detection,13,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call,Pending,,,,,,,,
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call_14,f1a1d26142cd678508f771e1bdc50848aa2ea426,e29dec98-f8dc-403b-9505-30f216ee716b,"Shortly after today's call, we will also make available a webcast replay of this call on our website.",,f1a1d26142cd678508f771e1bdc50848aa2ea426,various,13,earnings call transcript,,f1a1d26142cd678508f771e1bdc50848aa2ea426_14,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:24,,,,sentence-level event detection,14,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call,Pending,,,,,,,,
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call_19,f1a1d26142cd678508f771e1bdc50848aa2ea426,5baec70c-39d6-4ecd-8774-e5e2d117f7a4,The structure of today's call will be to start with brief prepared remarks and then leave the majority of the call open for a question-and-answer period.,,f1a1d26142cd678508f771e1bdc50848aa2ea426,various,14,earnings call transcript,,f1a1d26142cd678508f771e1bdc50848aa2ea426_19,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:24,,,,sentence-level event detection,19,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call,Pending,,,,,,,,
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call_20,f1a1d26142cd678508f771e1bdc50848aa2ea426,9aa29efe-d3d4-4349-afcb-edc165827422,"With that, I would now like to turn the call over to Barry Davis.",,f1a1d26142cd678508f771e1bdc50848aa2ea426,various,15,earnings call transcript,,f1a1d26142cd678508f771e1bdc50848aa2ea426_20,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:24,,,,sentence-level event detection,20,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call,Pending,,,,,,,,
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call_21,f1a1d26142cd678508f771e1bdc50848aa2ea426,1910b775-828f-4614-8fad-781502c011d8,"Thank you, Kate, and good morning, everyone.",,f1a1d26142cd678508f771e1bdc50848aa2ea426,various,16,earnings call transcript,,f1a1d26142cd678508f771e1bdc50848aa2ea426_21,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:24,,,,sentence-level event detection,21,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call,Pending,,,,,,,,
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call_22,f1a1d26142cd678508f771e1bdc50848aa2ea426,f98cd4be-96b6-44eb-9a28-5686660af77d,Thank you all for joining us today.,,f1a1d26142cd678508f771e1bdc50848aa2ea426,various,17,earnings call transcript,,f1a1d26142cd678508f771e1bdc50848aa2ea426_22,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:24,,,,sentence-level event detection,22,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call,Pending,,,,,,,,
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call_23,f1a1d26142cd678508f771e1bdc50848aa2ea426,7049da99-0218-4275-a5e0-c59710d99362,I'm pleased to report that EnLink delivered another quarter of strong operating and financial results.,,f1a1d26142cd678508f771e1bdc50848aa2ea426,various,18,earnings call transcript,,f1a1d26142cd678508f771e1bdc50848aa2ea426_23,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:24,,,,sentence-level event detection,23,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call,Pending,,,,,,,,
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call_24,f1a1d26142cd678508f771e1bdc50848aa2ea426,af034381-9108-4055-b9fe-7af2ab76e0d1,We continue to execute on the plan we laid out at the beginning of the year.,,f1a1d26142cd678508f771e1bdc50848aa2ea426,various,19,earnings call transcript,,f1a1d26142cd678508f771e1bdc50848aa2ea426_24,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:24,,,,sentence-level event detection,24,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call,Pending,,,,,,,,
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call_25,f1a1d26142cd678508f771e1bdc50848aa2ea426,327ee796-8445-4cae-ac0b-09a2c4c3f14a,We remain focused and active as we take advantage of market opportunities and leverage our increasingly diversified asset footprint.,,f1a1d26142cd678508f771e1bdc50848aa2ea426,various,20,earnings call transcript,,f1a1d26142cd678508f771e1bdc50848aa2ea426_25,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:24,,,,sentence-level event detection,25,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call,Pending,,,,,,,,
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call_26,f1a1d26142cd678508f771e1bdc50848aa2ea426,423eecb5-ac96-4950-a683-ece9ef40aff1,This approach can be seen in the recently-announced Greater Chickadee crude oil gathering system in the core of the Midland Basin and our new strategic joint venture formed with Natural Gas Partners to pursue active growth opportunities and expand EnLink's footprint in the liquids-rich Delaware Basin.,,f1a1d26142cd678508f771e1bdc50848aa2ea426,various,21,earnings call transcript,,f1a1d26142cd678508f771e1bdc50848aa2ea426_26,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:24,,,,sentence-level event detection,26,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call,Pending,,,,,,,,
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call_27,f1a1d26142cd678508f771e1bdc50848aa2ea426,907e948e-0fe4-4053-9b91-64edfd43c01f,We will touch further on these two items later in our prepared remarks this morning.,,f1a1d26142cd678508f771e1bdc50848aa2ea426,various,22,earnings call transcript,,f1a1d26142cd678508f771e1bdc50848aa2ea426_27,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:24,,,,sentence-level event detection,27,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call,Pending,,,,,,,,
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call_28,f1a1d26142cd678508f771e1bdc50848aa2ea426,de98122a-2725-4582-b63b-dfd41c8badaa,"We also announced plans to accelerate the expansion of Chisholm II, a cryogenic processing plant servicing production out of the STACK and SCOOP plays in central Oklahoma.",,f1a1d26142cd678508f771e1bdc50848aa2ea426,various,23,earnings call transcript,,f1a1d26142cd678508f771e1bdc50848aa2ea426_28,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:24,,,,sentence-level event detection,28,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call,Pending,,,,,,,,
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call_29,f1a1d26142cd678508f771e1bdc50848aa2ea426,97da34cd-b7d2-4fdf-b551-db62c5620d4f,The activity and growth the industry has experienced in these areas is truly exciting.,,f1a1d26142cd678508f771e1bdc50848aa2ea426,various,24,earnings call transcript,,f1a1d26142cd678508f771e1bdc50848aa2ea426_29,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:24,,,,sentence-level event detection,29,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call,Pending,,,,,,,,
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call_30,f1a1d26142cd678508f771e1bdc50848aa2ea426,af1ff115-67cd-4dc5-a0c2-ead12f9aacb9,"The STACK and SCOOP rank among the most economic basins for producers in the lower 48 today, and our decision to accelerate the expansion in this area is a result of some outstanding well results and producer plans for the remainder of 2016 and into 2017.",,f1a1d26142cd678508f771e1bdc50848aa2ea426,various,25,earnings call transcript,,f1a1d26142cd678508f771e1bdc50848aa2ea426_30,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:24,,,,sentence-level event detection,30,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call,Pending,,,,,,,,
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call_31,f1a1d26142cd678508f771e1bdc50848aa2ea426,f18f4d42-3293-4d5c-a508-a4fea3108614,"We are now in a position to tighten our consolidated adjusted EBITDA guidance range for the full-year 2016 to a range of $750 million to $800 million, from a previous range of $720 million to $800 million.",,f1a1d26142cd678508f771e1bdc50848aa2ea426,various,26,earnings call transcript,,f1a1d26142cd678508f771e1bdc50848aa2ea426_31,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:24,,,,sentence-level event detection,31,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call,Pending,,,,,,,,
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call_32,f1a1d26142cd678508f771e1bdc50848aa2ea426,370486f6-370f-4441-80e6-4b96cb9c2aeb,The revised range provides a midpoint of $775 million.,,f1a1d26142cd678508f771e1bdc50848aa2ea426,various,27,earnings call transcript,,f1a1d26142cd678508f771e1bdc50848aa2ea426_32,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:24,,,,sentence-level event detection,32,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call,Pending,,,,,,,,
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call_33,f1a1d26142cd678508f771e1bdc50848aa2ea426,884ee9a8-2b1c-489d-b570-00ba8f1f8b5f,The drivers behind our ability to provide this guidance revision are simple yet impactful.,,f1a1d26142cd678508f771e1bdc50848aa2ea426,various,28,earnings call transcript,,f1a1d26142cd678508f771e1bdc50848aa2ea426_33,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:24,,,,sentence-level event detection,33,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call,Pending,,,,,,,,
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call_34,f1a1d26142cd678508f771e1bdc50848aa2ea426,0de6a294-1130-420a-a8cc-8ba928b87a65,"Volumes have remained strong across key parts of our business throughout the first half of the year, and our major customers have signaled increases in rig counts and production activity in our core growth areas for the back half of the year.",,f1a1d26142cd678508f771e1bdc50848aa2ea426,various,29,earnings call transcript,,f1a1d26142cd678508f771e1bdc50848aa2ea426_34,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:24,,,,sentence-level event detection,34,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call,Pending,,,,,,,,
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call_35,f1a1d26142cd678508f771e1bdc50848aa2ea426,51608435-e2fd-4c92-b416-f083f827a85d,"As we continue to partner closely with our customers to develop assets that support and service their increased production plans, I'd like to take some time to highlight three key areas of focus that will remain important growth engines for EnLink.",,f1a1d26142cd678508f771e1bdc50848aa2ea426,various,30,earnings call transcript,,f1a1d26142cd678508f771e1bdc50848aa2ea426_35,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:24,,,,sentence-level event detection,35,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call,Pending,,,,,,,,
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call_36,f1a1d26142cd678508f771e1bdc50848aa2ea426,53f12192-7d83-41aa-b934-3ba53f5f2197,"First, is our advantaged and premier position in central Oklahoma's STACK and SCOOP regions.",,f1a1d26142cd678508f771e1bdc50848aa2ea426,various,31,earnings call transcript,,f1a1d26142cd678508f771e1bdc50848aa2ea426_36,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:24,,,,sentence-level event detection,36,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call,Pending,,,,,,,,
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call_37,f1a1d26142cd678508f771e1bdc50848aa2ea426,c5db3efd-eb48-49cc-bc72-2e231b58792b,"We believe good plays get bigger and better, and the activity and trajectory we are seeing in the STACK and SCOOP region undeniably support that belief.",,f1a1d26142cd678508f771e1bdc50848aa2ea426,various,32,earnings call transcript,,f1a1d26142cd678508f771e1bdc50848aa2ea426_37,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:24,,,,sentence-level event detection,37,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call,Pending,,,,,,,,
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call_38,f1a1d26142cd678508f771e1bdc50848aa2ea426,84936f8e-2460-4dbb-b8cd-1c466fb827e0,"Activity in central Oklahoma remains very high and results continue to improve as our customers and other operators focus on further delineating the play, extending the bounds of activity and continuing to fine-tune drilling and completion techniques.",,f1a1d26142cd678508f771e1bdc50848aa2ea426,various,33,earnings call transcript,,f1a1d26142cd678508f771e1bdc50848aa2ea426_38,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:24,,,,sentence-level event detection,38,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call,Pending,,,,,,,,
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call_39,f1a1d26142cd678508f771e1bdc50848aa2ea426,413a742a-b394-43e5-a410-c659bf7f333e,Devon specifically has experienced impressive development results as they execute their STACK strategy.,,f1a1d26142cd678508f771e1bdc50848aa2ea426,various,34,earnings call transcript,,f1a1d26142cd678508f771e1bdc50848aa2ea426_39,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:24,,,,sentence-level event detection,39,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call,Pending,,,,,,,,
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call_40,f1a1d26142cd678508f771e1bdc50848aa2ea426,2738d7ff-3da4-450e-b024-7548fdf62820,"In fact, over the course of the second half of 2016, Devon plans to triple their rigs in the Basin, exiting the year with six rigs operating on our acreage.",,f1a1d26142cd678508f771e1bdc50848aa2ea426,various,35,earnings call transcript,,f1a1d26142cd678508f771e1bdc50848aa2ea426_40,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:24,,,,sentence-level event detection,40,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call,Pending,,,,,,,,
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call_41,f1a1d26142cd678508f771e1bdc50848aa2ea426,358499cd-a5a0-4789-a8e4-1ed5063973ab,"The decision behind Chisholm's accelerated expansion is largely due to the exceptional well results, reduced drilling costs, and increased future activity that our major producers like Devon have announced.",,f1a1d26142cd678508f771e1bdc50848aa2ea426,various,36,earnings call transcript,,f1a1d26142cd678508f771e1bdc50848aa2ea426_41,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:24,,,,sentence-level event detection,41,Q2_2016_EnLink_Midstream_LLC_and_EnLink_Midstream_Partners_LP_Earnings_Call,Pending,,,,,,,,
