batch_id,annotator_id,section,text_id,file_uuid,id,text,timestamp_vendor_delivery,document_uuid,sector,document_type,comments,text_uuid,batch_uuid,label,timestamp_delivered_to_vendor,completedDate,label2,label3,task,row_id,source_document_uri,status,Annotator_0_Id,Annotator_0_Category,Annotator_1_Id,Annotator_1_Category,Annotator_2_Id,Annotator_2_Category,Arbitrator_Id,Arbitrator_Category
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing_10,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,fadb9bf2-1948-4814-b767-c63096e402e3,Expenses were 1% lower at $2.52 billion as digitization and productivity initiatives resulted in a 1 percentage point improvement in the cost-income ratio to 43%.,,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,various,earnings call transcript,,94ec8374ebaca90179ed5113db9ab5b17deb4eb1_10,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:20,7/27/2021 6:27,,,sentence-level event detection,10,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing,Complete,127,Entertainment|Cloths,128,Entertainment|Cloths,129,Entertainment|Cloths,130,Entertainment|Cloths
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing_11,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,4b426de7-a82d-4a32-8dde-bffd54a61bde,Total allowances declined 6% to $504 million as NPA formation was lower.,,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,various,earnings call transcript,,94ec8374ebaca90179ed5113db9ab5b17deb4eb1_11,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:20,7/27/2021 6:27,,,sentence-level event detection,11,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing,Complete,127,Entertainment|Cloths,128,Entertainment|Cloths,129,Entertainment|Cloths,130,Entertainment|Cloths
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing_12,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,60015088-ac4b-43ec-b8fd-c3cbc12f721c,"For the second quarter, net profit rose 8% from a year ago to $1.14 billion.",,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,various,earnings call transcript,,94ec8374ebaca90179ed5113db9ab5b17deb4eb1_12,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:20,7/27/2021 6:27,,,sentence-level event detection,12,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing,Complete,127,Entertainment|Cloths,128,Entertainment|Cloths,129,Entertainment|Cloths,130,Entertainment|Cloths
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing_13,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,6ec48ec6-cdb3-4aa7-a410-776c7120c40f,Total income of $2.92 billion was just shy of a quarterly high.,,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,various,earnings call transcript,,94ec8374ebaca90179ed5113db9ab5b17deb4eb1_13,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:20,7/27/2021 6:27,,,sentence-level event detection,13,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing,Complete,127,Entertainment|Cloths,128,Entertainment|Cloths,129,Entertainment|Cloths,130,Entertainment|Cloths
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing_14,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,9bc40cd5-ed3a-4a34-8ca8-2a07b2505101,Business momentum was healthy as loans grew a 2% over the quarter and the fee income trends were sustained.,,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,various,earnings call transcript,,94ec8374ebaca90179ed5113db9ab5b17deb4eb1_14,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:20,7/27/2021 6:27,,,sentence-level event detection,14,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing,Complete,127,Entertainment|Cloths,128,Entertainment|Cloths,129,Entertainment|Cloths,130,Entertainment|Cloths
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing_15,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,5f27f397-2fe3-44e3-a4ab-a5d1446851ca,Total allowances fell 17% to $304 million from a high year ago base.,,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,various,earnings call transcript,,94ec8374ebaca90179ed5113db9ab5b17deb4eb1_15,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:20,7/27/2021 6:27,,,sentence-level event detection,15,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing,Complete,127,Entertainment|Cloths,128,Entertainment|Cloths,129,Entertainment|Cloths,130,Entertainment|Cloths
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing_16,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,33bf870d-7a79-47a1-942b-e85e63ade78c,The balance sheet continues to be sound.,,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,various,earnings call transcript,,94ec8374ebaca90179ed5113db9ab5b17deb4eb1_16,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:20,7/27/2021 6:27,,,sentence-level event detection,16,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing,Complete,127,Entertainment|Cloths,128,Entertainment|Cloths,129,Entertainment|Cloths,130,Entertainment|Cloths
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing_17,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,0fcfc8fb-10d9-42d9-9866-b54a847dfe31,New NPA formation in the first and second quarters were lower than the levels in the preceding 3 quarters.,,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,various,earnings call transcript,,94ec8374ebaca90179ed5113db9ab5b17deb4eb1_17,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:20,7/27/2021 6:27,,,sentence-level event detection,17,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing,Complete,127,Entertainment|Cloths,128,Entertainment|Cloths,129,Entertainment|Cloths,130,Entertainment|Cloths
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing_18,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,6dab3d8a-470c-47e7-96c6-d2dc66ec6db6,The amount of nonperforming assets was little changed from the previous quarter as nonperforming loan formation was offset by write-offs and recoveries.,,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,various,earnings call transcript,,94ec8374ebaca90179ed5113db9ab5b17deb4eb1_18,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:20,7/27/2021 6:27,,,sentence-level event detection,18,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing,Complete,127,Entertainment|Cloths,128,Entertainment|Cloths,129,Entertainment|Cloths,130,Entertainment|Cloths
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing_19,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,6e10d8e7-7846-440b-8ea5-36b1d9ac195a,Allowance coverage was at 100% and 234% when collateral was considered.,,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,various,earnings call transcript,,94ec8374ebaca90179ed5113db9ab5b17deb4eb1_19,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:20,7/27/2021 6:27,,,sentence-level event detection,19,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing,Complete,127,Entertainment|Cloths,128,Entertainment|Cloths,129,Entertainment|Cloths,130,Entertainment|Cloths
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing_20,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,bcd0e004-4745-46e8-8960-e89b3abe2a2b,Our capital and liquidity ratios remained well above regulatory requirements with the final Common Equity Tier 1 ratio at 14.0% and the liquidity coverage ratio at 150%.,,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,various,earnings call transcript,,94ec8374ebaca90179ed5113db9ab5b17deb4eb1_20,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:20,7/27/2021 6:27,,,sentence-level event detection,20,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing,Complete,127,Entertainment|Cloths,128,Entertainment|Cloths,129,Entertainment|Cloths,130,Entertainment|Cloths
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing_21,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,f6e3676f-74da-4ac8-aca6-f9c928929330,The board declared a 10% increase in dividends to $0.33 per share.,,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,various,earnings call transcript,,94ec8374ebaca90179ed5113db9ab5b17deb4eb1_21,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:20,7/27/2021 6:27,,,sentence-level event detection,21,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing,Complete,127,Entertainment|Cloths,128,Entertainment|Cloths,129,Entertainment|Cloths,130,Entertainment|Cloths
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing_22,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,f86fc2b1-9cbc-4bdc-a54a-67830d6c9c6c,The increase is consistent with our policy of paying progressive dividends in line with earnings while maintaining prudent capital levels to meet impending regulatory changes and long-term growth requirements.,,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,various,earnings call transcript,,94ec8374ebaca90179ed5113db9ab5b17deb4eb1_22,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:20,7/27/2021 6:27,,,sentence-level event detection,22,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing,Complete,127,Entertainment|Cloths,128,Entertainment|Cloths,129,Entertainment|Cloths,130,Entertainment|Cloths
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing_23,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,ff874b62-2999-4411-923f-c7e0c5271a5d,"For the first half, net profit of $2.35 billion rose 4% or $96 million from a year ago.",,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,various,earnings call transcript,,94ec8374ebaca90179ed5113db9ab5b17deb4eb1_23,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:20,7/27/2021 6:27,,,sentence-level event detection,23,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing,Complete,127,Entertainment|Cloths,128,Entertainment|Cloths,129,Entertainment|Cloths,130,Entertainment|Cloths
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing_24,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,00eb4bc1-7ecf-47bb-9e70-8ab317cf08ce,Net interest income rose 1% or $53 million to $3.72 billion.,,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,various,earnings call transcript,,94ec8374ebaca90179ed5113db9ab5b17deb4eb1_24,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:20,7/27/2021 6:27,,,sentence-level event detection,24,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing,Complete,127,Entertainment|Cloths,128,Entertainment|Cloths,129,Entertainment|Cloths,130,Entertainment|Cloths
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing_25,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,6318c22b-348e-418f-bd36-571adb07060e,"Loans increased 6% or $18 billion to $303 billion from broad-based growth in trade, corporate, consumer and Singapore housing loans.",,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,various,earnings call transcript,,94ec8374ebaca90179ed5113db9ab5b17deb4eb1_25,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:20,7/27/2021 6:27,,,sentence-level event detection,25,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing,Complete,127,Entertainment|Cloths,128,Entertainment|Cloths,129,Entertainment|Cloths,130,Entertainment|Cloths
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing_26,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,106d2a3b-0391-4f56-b510-fdb7c732e8ae,The increase in loan volumes was offset by a 12 basis points decline in net interest margin to 1.74% due to softer Singapore dollar interest rates.,,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,various,earnings call transcript,,94ec8374ebaca90179ed5113db9ab5b17deb4eb1_26,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:20,7/27/2021 6:27,,,sentence-level event detection,26,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing,Complete,127,Entertainment|Cloths,128,Entertainment|Cloths,129,Entertainment|Cloths,130,Entertainment|Cloths
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing_27,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,6fbbb16c-98c6-475f-a3d6-8dbac649cd7d,Net fee income rose 8% or $99 million to $1.30 billion with the increase coming almost entirely from Wealth management fees.,,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,various,earnings call transcript,,94ec8374ebaca90179ed5113db9ab5b17deb4eb1_27,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:20,7/27/2021 6:27,,,sentence-level event detection,27,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing,Complete,127,Entertainment|Cloths,128,Entertainment|Cloths,129,Entertainment|Cloths,130,Entertainment|Cloths
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing_28,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,95d21d59-0b5d-4583-ba3a-44e2a12befe9,Fees from card and transaction services were also higher.,,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,various,earnings call transcript,,94ec8374ebaca90179ed5113db9ab5b17deb4eb1_28,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:20,7/27/2021 6:27,,,sentence-level event detection,28,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing,Complete,127,Entertainment|Cloths,128,Entertainment|Cloths,129,Entertainment|Cloths,130,Entertainment|Cloths
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing_29,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,6d543633-edf3-4ff2-982d-0eca3261275a,The increases were partially offset by low investment fees as we had several large equity underwriting transactions in 2016.,,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,various,earnings call transcript,,94ec8374ebaca90179ed5113db9ab5b17deb4eb1_29,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:20,7/27/2021 6:27,,,sentence-level event detection,29,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing,Complete,127,Entertainment|Cloths,128,Entertainment|Cloths,129,Entertainment|Cloths,130,Entertainment|Cloths
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing_30,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,4469417e-9972-4149-9558-7bbc11718ca7,Other noninterest income fell 14% or $126 million to $719 million from lower trading gains and a non-recurring gain of $38 million a year ago.,,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,various,earnings call transcript,,94ec8374ebaca90179ed5113db9ab5b17deb4eb1_30,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:20,7/27/2021 6:27,,,sentence-level event detection,30,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing,Complete,127,Entertainment|Cloths,128,Entertainment|Cloths,129,Entertainment|Cloths,130,Entertainment|Cloths
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing_31,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,5400be3a-df61-4d27-ae48-56b50cbe97ed,Expenses declined 1% or $34 million to $2.52 billion from ongoing digitalization and productivity initiatives.,,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,various,earnings call transcript,,94ec8374ebaca90179ed5113db9ab5b17deb4eb1_31,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:20,7/27/2021 6:27,,,sentence-level event detection,31,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing,Complete,127,Entertainment|Cloths,128,Entertainment|Cloths,129,Entertainment|Cloths,130,Entertainment|Cloths
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing_32,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,8de1421a-3e74-4931-825f-0b220ac1ff14,Profits before allowances increased 2% to $3.29 billion.,,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,various,earnings call transcript,,94ec8374ebaca90179ed5113db9ab5b17deb4eb1_32,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:20,7/27/2021 6:27,,,sentence-level event detection,32,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing,Complete,127,Entertainment|Cloths,128,Entertainment|Cloths,129,Entertainment|Cloths,130,Entertainment|Cloths
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing_33,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,df53b857-acf2-4a1e-b5dd-407939ad64da,Total allowances of $504 million was 6% lower than a year ago.,,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,various,earnings call transcript,,94ec8374ebaca90179ed5113db9ab5b17deb4eb1_33,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:20,7/27/2021 6:27,,,sentence-level event detection,33,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing,Complete,127,Entertainment|Cloths,128,Entertainment|Cloths,129,Entertainment|Cloths,130,Entertainment|Cloths
c61f89fc819d52ad7d47da45724ab4aef3e2809a,,presentation,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing_34,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,9ddec552-417e-4485-bf7c-208adeb13ebc,"Specific allowances declined $216 million in line with lower NPA formation, partially offset by the impact of a $228 million general allowance write back in the second quarter last year.",,94ec8374ebaca90179ed5113db9ab5b17deb4eb1,various,earnings call transcript,,94ec8374ebaca90179ed5113db9ab5b17deb4eb1_34,c61f89fc819d52ad7d47da45724ab4aef3e2809a,,2021-06-10_10:53:20,7/27/2021 6:27,,,sentence-level event detection,34,Half_Year_2017_DBS_Group_Holdings_Ltd_Media_Briefing,Complete,127,Entertainment|Cloths,128,Entertainment|Cloths,129,Entertainment|Cloths,130,Entertainment|Cloths
