"batch_id","annotator_id","section","text_id","file_uuid","id","text","timestamp_vendor_delivery","document_uuid","sector","document_type","comments","text_uuid","batch_uuid","label","timestamp_delivered_to_vendor","completedDate","label2","label3","task","row_id","source_document_uri","status","Annotator_0_Id","Annotator_0_Category","Annotator_1_Id","Annotator_1_Category","Annotator_2_Id","Annotator_2_Category","Arbitrator_Id","Arbitrator_Category"
"c61f89fc819d52ad7d47da45724ab4aef3e2809a","","presentation","Q1_2013_Huntington_Ingalls_Industries,_Inc._Earnings_Conference_Call_13","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf","f20573da-ce5f-47ec-9014-295338539939","Please refer to our SEC filings for a description of some of the factors that may cause actual results to vary materially from anticipated results.","","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf","various","earnings call transcript","","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf_13","c61f89fc819d52ad7d47da45724ab4aef3e2809a","","2021-06-10_10:53:19","8-19-2021 2:26:57","","","sentence-level event detection","13","Q1_2013_Huntington_Ingalls_Industries,_Inc._Earnings_Conference_Call","Complete","138","project_actual_unchanged|project_actual_increase","139","project_actual|project_actual_unchanged","140","project_actual","142","project_actual_unchanged|project_actual|project_actual_increase"
"c61f89fc819d52ad7d47da45724ab4aef3e2809a","","presentation","Q1_2013_Huntington_Ingalls_Industries,_Inc._Earnings_Conference_Call_15","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf","eef9e8a8-7087-4a86-9809-bb668293879f","Reconciliations of these metrics to the comparable GAAP measures are included in the appendix of our earnings presentation that is posted on our website.","","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf","various","earnings call transcript","","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf_15","c61f89fc819d52ad7d47da45724ab4aef3e2809a","","2021-06-10_10:53:19","8-19-2021 2:26:57","","","sentence-level event detection","15","Q1_2013_Huntington_Ingalls_Industries,_Inc._Earnings_Conference_Call","Complete","138","project_actual_unchanged|project_actual_increase","139","project_actual|project_actual_unchanged","140","project_actual","142","project_actual_unchanged|project_actual|project_actual_increase"
"c61f89fc819d52ad7d47da45724ab4aef3e2809a","","presentation","Q1_2013_Huntington_Ingalls_Industries,_Inc._Earnings_Conference_Call_16","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf","93d107ed-668b-4dd2-8a70-d59ec7e1b3aa","We plan to address the posted presentation slides during the call to supplement our comments.","","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf","various","earnings call transcript","","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf_16","c61f89fc819d52ad7d47da45724ab4aef3e2809a","","2021-06-10_10:53:19","8-19-2021 2:26:57","","","sentence-level event detection","16","Q1_2013_Huntington_Ingalls_Industries,_Inc._Earnings_Conference_Call","Complete","138","project_actual_unchanged|project_actual_increase","139","project_actual|project_actual_unchanged","140","project_actual","142","project_actual_unchanged|project_actual|project_actual_increase"
"c61f89fc819d52ad7d47da45724ab4aef3e2809a","","presentation","Q1_2013_Huntington_Ingalls_Industries,_Inc._Earnings_Conference_Call_17","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf","942f64c4-f70a-48e6-a86d-1d5ab2812994","Please access our website at www.huntingtoningalls.com and click on the Investor Relations link to view the presentation, as well as our earnings release.","","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf","various","earnings call transcript","","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf_17","c61f89fc819d52ad7d47da45724ab4aef3e2809a","","2021-06-10_10:53:19","8-19-2021 2:26:57","","","sentence-level event detection","17","Q1_2013_Huntington_Ingalls_Industries,_Inc._Earnings_Conference_Call","Complete","138","project_actual_unchanged|project_actual_increase","139","project_actual|project_actual_unchanged","140","project_actual","142","project_actual_unchanged|project_actual|project_actual_increase"
"c61f89fc819d52ad7d47da45724ab4aef3e2809a","","presentation","Q1_2013_Huntington_Ingalls_Industries,_Inc._Earnings_Conference_Call_18","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf","c5d44b47-d93d-41a1-9879-d58627d64cab","With that, I will turn the call over to our President and CEO, Mike Petters.","","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf","various","earnings call transcript","","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf_18","c61f89fc819d52ad7d47da45724ab4aef3e2809a","","2021-06-10_10:53:19","8-19-2021 2:26:57","","","sentence-level event detection","18","Q1_2013_Huntington_Ingalls_Industries,_Inc._Earnings_Conference_Call","Complete","138","project_actual_unchanged|project_actual_increase","139","project_actual|project_actual_unchanged","140","project_actual","142","project_actual_unchanged|project_actual|project_actual_increase"
"c61f89fc819d52ad7d47da45724ab4aef3e2809a","","presentation","Q1_2013_Huntington_Ingalls_Industries,_Inc._Earnings_Conference_Call_19","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf","181e287d-1f7c-4bff-8812-453ecba4544c","Mike?","","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf","various","earnings call transcript","","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf_19","c61f89fc819d52ad7d47da45724ab4aef3e2809a","","2021-06-10_10:53:19","8-19-2021 2:26:57","","","sentence-level event detection","19","Q1_2013_Huntington_Ingalls_Industries,_Inc._Earnings_Conference_Call","Complete","138","project_actual_unchanged|project_actual_increase","139","project_actual|project_actual_unchanged","140","project_actual","142","project_actual_unchanged|project_actual|project_actual_increase"
"c61f89fc819d52ad7d47da45724ab4aef3e2809a","","presentation","Q1_2013_Huntington_Ingalls_Industries,_Inc._Earnings_Conference_Call_21","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf","936a3229-4769-41b4-9b9b-03ccee09432d","Good morning, everyone, and thanks for joining us on today's call.","","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf","various","earnings call transcript","","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf_21","c61f89fc819d52ad7d47da45724ab4aef3e2809a","","2021-06-10_10:53:19","8-19-2021 2:26:57","","","sentence-level event detection","21","Q1_2013_Huntington_Ingalls_Industries,_Inc._Earnings_Conference_Call","Complete","138","project_actual_unchanged|project_actual_increase","139","project_actual|project_actual_unchanged","140","project_actual","142","project_actual_unchanged|project_actual|project_actual_increase"
"c61f89fc819d52ad7d47da45724ab4aef3e2809a","","presentation","Q1_2013_Huntington_Ingalls_Industries,_Inc._Earnings_Conference_Call_22","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf","31e15abb-663c-47e7-aa3d-f5411958e041","I am pleased to report Huntington Ingalls Industries results for the first quarter of 2013.","","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf","various","earnings call transcript","","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf_22","c61f89fc819d52ad7d47da45724ab4aef3e2809a","","2021-06-10_10:53:19","8-19-2021 2:26:57","","","sentence-level event detection","22","Q1_2013_Huntington_Ingalls_Industries,_Inc._Earnings_Conference_Call","Complete","138","project_actual_unchanged|project_actual_increase","139","project_actual|project_actual_unchanged","140","project_actual","142","project_actual_unchanged|project_actual|project_actual_increase"
"c61f89fc819d52ad7d47da45724ab4aef3e2809a","","presentation","Q1_2013_Huntington_Ingalls_Industries,_Inc._Earnings_Conference_Call_23","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf","160416b8-8406-4c3b-87bd-70c290cbb7e9","Today we reported sales of $1.6 billion, essentially unchanged from last year, and diluted earnings per share of $0.87, a 30% improvement over the same period last year.","","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf","various","earnings call transcript","","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf_23","c61f89fc819d52ad7d47da45724ab4aef3e2809a","","2021-06-10_10:53:19","8-19-2021 2:26:57","","","sentence-level event detection","23","Q1_2013_Huntington_Ingalls_Industries,_Inc._Earnings_Conference_Call","Complete","138","project_actual_unchanged|project_actual_increase","139","project_actual|project_actual_unchanged","140","project_actual","142","project_actual_unchanged|project_actual|project_actual_increase"
"c61f89fc819d52ad7d47da45724ab4aef3e2809a","","presentation","Q1_2013_Huntington_Ingalls_Industries,_Inc._Earnings_Conference_Call_24","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf","77767144-8fb3-46e3-b6f4-0147a23c8f22","Pension-adjusted earnings per share was $1.17 for the quarter, compared to $0.89 last year.","","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf","various","earnings call transcript","","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf_24","c61f89fc819d52ad7d47da45724ab4aef3e2809a","","2021-06-10_10:53:19","8-19-2021 2:26:57","","","sentence-level event detection","24","Q1_2013_Huntington_Ingalls_Industries,_Inc._Earnings_Conference_Call","Complete","138","project_actual_unchanged|project_actual_increase","139","project_actual|project_actual_unchanged","140","project_actual","142","project_actual_unchanged|project_actual|project_actual_increase"
"c61f89fc819d52ad7d47da45724ab4aef3e2809a","","presentation","Q1_2013_Huntington_Ingalls_Industries,_Inc._Earnings_Conference_Call_25","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf","96367edf-a67b-4a3b-9f4b-ce357a8efdaf","Segment operating performance continues to improve.","","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf","various","earnings call transcript","","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf_25","c61f89fc819d52ad7d47da45724ab4aef3e2809a","","2021-06-10_10:53:19","8-19-2021 2:26:57","","","sentence-level event detection","25","Q1_2013_Huntington_Ingalls_Industries,_Inc._Earnings_Conference_Call","Complete","138","project_actual_unchanged|project_actual_increase","139","project_actual|project_actual_unchanged","140","project_actual","142","project_actual_unchanged|project_actual|project_actual_increase"
"c61f89fc819d52ad7d47da45724ab4aef3e2809a","","presentation","Q1_2013_Huntington_Ingalls_Industries,_Inc._Earnings_Conference_Call_26","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf","536e6fc8-37d5-44b8-85b9-2a6cfe51428c","First quarter segment operating margin was 7.7%, up 124 basis points from 6.4% last year.","","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf","various","earnings call transcript","","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf_26","c61f89fc819d52ad7d47da45724ab4aef3e2809a","","2021-06-10_10:53:19","8-19-2021 2:26:57","","","sentence-level event detection","26","Q1_2013_Huntington_Ingalls_Industries,_Inc._Earnings_Conference_Call","Complete","138","project_actual_unchanged|project_actual_increase","139","project_actual|project_actual_unchanged","140","project_actual","142","project_actual_unchanged|project_actual|project_actual_increase"
"c61f89fc819d52ad7d47da45724ab4aef3e2809a","","presentation","Q1_2013_Huntington_Ingalls_Industries,_Inc._Earnings_Conference_Call_27","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf","ae25beb0-09a6-4421-aac7-7b7f6500543c","The margin expansion was driven by improved operating performance at Ingalls and risk retirement at Newport News.","","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf","various","earnings call transcript","","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf_27","c61f89fc819d52ad7d47da45724ab4aef3e2809a","","2021-06-10_10:53:19","8-19-2021 2:26:57","","","sentence-level event detection","27","Q1_2013_Huntington_Ingalls_Industries,_Inc._Earnings_Conference_Call","Complete","138","project_actual_unchanged|project_actual_increase","139","project_actual|project_actual_unchanged","140","project_actual","142","project_actual_unchanged|project_actual|project_actual_increase"
"c61f89fc819d52ad7d47da45724ab4aef3e2809a","","presentation","Q1_2013_Huntington_Ingalls_Industries,_Inc._Earnings_Conference_Call_28","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf","5609d4a0-e3e8-4de3-a698-1133e811c371","We received $3.2 billion in new business awards during the quarter, including the refueling and complex overhaul of CVN-72, USS Abraham Lincoln, resulting in a backlog of $17.2 billion at the end of the quarter.","","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf","various","earnings call transcript","","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf_28","c61f89fc819d52ad7d47da45724ab4aef3e2809a","","2021-06-10_10:53:19","8-19-2021 2:26:57","","","sentence-level event detection","28","Q1_2013_Huntington_Ingalls_Industries,_Inc._Earnings_Conference_Call","Complete","138","project_actual_unchanged|project_actual_increase","139","project_actual|project_actual_unchanged","140","project_actual","142","project_actual_unchanged|project_actual|project_actual_increase"
"c61f89fc819d52ad7d47da45724ab4aef3e2809a","","presentation","Q1_2013_Huntington_Ingalls_Industries,_Inc._Earnings_Conference_Call_29","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf","8b1febb7-6ab3-4b36-b233-bd24e643dc34","And before I address our major programs, I will make a few comments on the defense budget and sequestration.","","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf","various","earnings call transcript","","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf_29","c61f89fc819d52ad7d47da45724ab4aef3e2809a","","2021-06-10_10:53:19","8-19-2021 2:26:57","","","sentence-level event detection","29","Q1_2013_Huntington_Ingalls_Industries,_Inc._Earnings_Conference_Call","Complete","138","project_actual_unchanged|project_actual_increase","139","project_actual|project_actual_unchanged","140","project_actual","142","project_actual_unchanged|project_actual|project_actual_increase"
"c61f89fc819d52ad7d47da45724ab4aef3e2809a","","presentation","Q1_2013_Huntington_Ingalls_Industries,_Inc._Earnings_Conference_Call_30","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf","d3ca4873-2aaf-4b86-8630-b656744b45e7","The failure to pass a Defense Appropriations Bill for 2013 in a timely fashion delayed the start of the refueling and complex overhaul of the USS Abraham Lincoln at Newport News by six weeks.","","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf","various","earnings call transcript","","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf_30","c61f89fc819d52ad7d47da45724ab4aef3e2809a","","2021-06-10_10:53:19","8-19-2021 2:26:57","","","sentence-level event detection","30","Q1_2013_Huntington_Ingalls_Industries,_Inc._Earnings_Conference_Call","Complete","138","project_actual_unchanged|project_actual_increase","139","project_actual|project_actual_unchanged","140","project_actual","142","project_actual_unchanged|project_actual|project_actual_increase"
"c61f89fc819d52ad7d47da45724ab4aef3e2809a","","presentation","Q1_2013_Huntington_Ingalls_Industries,_Inc._Earnings_Conference_Call_31","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf","755a1a27-677b-44e3-a5db-cd919ca7fc14","And it also delayed the award of the DDG-51 multi-year contract at Ingalls.","","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf","various","earnings call transcript","","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf_31","c61f89fc819d52ad7d47da45724ab4aef3e2809a","","2021-06-10_10:53:19","8-19-2021 2:26:57","","","sentence-level event detection","31","Q1_2013_Huntington_Ingalls_Industries,_Inc._Earnings_Conference_Call","Complete","138","project_actual_unchanged|project_actual_increase","139","project_actual|project_actual_unchanged","140","project_actual","142","project_actual_unchanged|project_actual|project_actual_increase"
"c61f89fc819d52ad7d47da45724ab4aef3e2809a","","presentation","Q1_2013_Huntington_Ingalls_Industries,_Inc._Earnings_Conference_Call_32","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf","ff1c1cf3-dfb8-4449-8ed3-54b336f062d1","The Congress subsequently approved and the President signed into law the 2013 Appropriations Act in late March, and the Lincoln has now arrived at Newport News, although later than we would have liked.","","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf","various","earnings call transcript","","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf_32","c61f89fc819d52ad7d47da45724ab4aef3e2809a","","2021-06-10_10:53:19","8-19-2021 2:26:57","","","sentence-level event detection","32","Q1_2013_Huntington_Ingalls_Industries,_Inc._Earnings_Conference_Call","Complete","138","project_actual_unchanged|project_actual_increase","139","project_actual|project_actual_unchanged","140","project_actual","142","project_actual_unchanged|project_actual|project_actual_increase"
"c61f89fc819d52ad7d47da45724ab4aef3e2809a","","presentation","Q1_2013_Huntington_Ingalls_Industries,_Inc._Earnings_Conference_Call_33","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf","e08d04e8-714f-4bf9-820c-f1cf372b836e","In addition to funding the Lincoln RCOH, the 2013 Appropriations Act also includes funding for construction of CVN-79, three DDG-51 destroyers -- which is one more than the Navy requested -- advance procurement funding for a second Virginia Class Submarines in FY '14, and advance procurement funding for continuation of LPD production.","","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf","various","earnings call transcript","","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf_33","c61f89fc819d52ad7d47da45724ab4aef3e2809a","","2021-06-10_10:53:19","8-19-2021 2:26:57","","","sentence-level event detection","33","Q1_2013_Huntington_Ingalls_Industries,_Inc._Earnings_Conference_Call","Complete","138","project_actual_unchanged|project_actual_increase","139","project_actual|project_actual_unchanged","140","project_actual","142","project_actual_unchanged|project_actual|project_actual_increase"
"c61f89fc819d52ad7d47da45724ab4aef3e2809a","","presentation","Q1_2013_Huntington_Ingalls_Industries,_Inc._Earnings_Conference_Call_34","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf","e758a10c-2de4-4698-8e54-9166665a0b4a","The Act also funds the cost to complete LHA-6, LPD-25, and the CVN-71 RCOH.","","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf","various","earnings call transcript","","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf_34","c61f89fc819d52ad7d47da45724ab4aef3e2809a","","2021-06-10_10:53:19","8-19-2021 2:26:57","","","sentence-level event detection","34","Q1_2013_Huntington_Ingalls_Industries,_Inc._Earnings_Conference_Call","Complete","138","project_actual_unchanged|project_actual_increase","139","project_actual|project_actual_unchanged","140","project_actual","142","project_actual_unchanged|project_actual|project_actual_increase"
"c61f89fc819d52ad7d47da45724ab4aef3e2809a","","presentation","Q1_2013_Huntington_Ingalls_Industries,_Inc._Earnings_Conference_Call_35","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf","fd427c5f-cfd2-4d09-b4df-287a26d41d82","Within the Homeland Security Title, the Act also funds construction of NSC-6, and added funding to buy long lead material for NSC-7.","","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf","various","earnings call transcript","","3c6785ddb8e2a2b84faa86ec8f1981e00740c5cf_35","c61f89fc819d52ad7d47da45724ab4aef3e2809a","","2021-06-10_10:53:19","8-19-2021 2:26:57","","","sentence-level event detection","35","Q1_2013_Huntington_Ingalls_Industries,_Inc._Earnings_Conference_Call","Complete","138","project_actual_unchanged|project_actual_increase","139","project_actual|project_actual_unchanged","140","project_actual","142","project_actual_unchanged|project_actual|project_actual_increase"
